name;vendor;category;functionality;expiration;service_name;service_url
purechat_authToken;Pure Chat;Unknown;with unknown functionality;at least one session;Pure Chat;https://cookiedatabase.org/service/pure-chat/
qala-minicart-item-count;qala;Functional;tostore items in shopping cart.;1 year;qala;https://cookiedatabase.org/service/qala/
qala-minicart.initialized;qala;Functional;tostore items in shopping cart.;1 year;qala;https://cookiedatabase.org/service/qala/
qala_geo_ip_checkout_visited;qala;Marketing;with unknown functionality;1 year;qala;https://cookiedatabase.org/service/qala/
qala_geo_ip_header_visited;qala;Functional;tostore last visit.;1 year;qala;https://cookiedatabase.org/service/qala/
qtrans_edit_language;Q Translate;Functional;tostore language settings.;at least one session;Q Translate;https://cookiedatabase.org/service/q-translate/
qtrans_admin_language;Q Translate;Functional;tostore language settings.;at least one session;Q Translate;https://cookiedatabase.org/service/q-translate/
qtrans_front_language;Q Translate;Functional;tostore language settings.;at least one session;Q Translate;https://cookiedatabase.org/service/q-translate/
ki_r;Qualaroo;Marketing;tostore referring website.;5 years;Qualaroo;https://cookiedatabase.org/service/qualaroo/
ki_t;Qualaroo;Marketing;tostore time of visit.;5 years;Qualaroo;https://cookiedatabase.org/service/qualaroo/
ki_u;Qualaroo;Marketing;tostore a unique user ID.;5 years;Qualaroo;https://cookiedatabase.org/service/qualaroo/
ki_s;Qualaroo;Marketing;tostore dynamic variables from the browser.;5 years;Qualaroo;https://cookiedatabase.org/service/qualaroo/
googlepersonalization;QuantCast;Functional;tostore cookie consent preferences.;1 year;QuantCast;https://cookiedatabase.org/service/quantcast/
__qca;QuantCast;Marketing;tostore and track audience reach.;5 years;QuantCast;https://cookiedatabase.org/service/quantcast/
qbStartCount;Quriobot;Functional;tostore last visit.;persistent;Quriobot;https://cookiedatabase.org/service/quriobot/
qm-container-pinned;Query Monitor;Functional;toprovide functions across pages.;various;Query Monitor;https://cookiedatabase.org/service/query-monitor/
qm-filter-assets_styles-styles-host;Query Monitor;Functional;toprovide functions across pages.;various;Query Monitor;https://cookiedatabase.org/service/query-monitor/
qm-filter-db_queries-type;Query Monitor;Functional;toprovide functions across pages.;various;Query Monitor;https://cookiedatabase.org/service/query-monitor/
qm-filter-db_queries-caller;Query Monitor;Functional;toprovide functions across pages.;various;Query Monitor;https://cookiedatabase.org/service/query-monitor/
qm-admin-container-pinned;Query Monitor;Functional;toprovide functions across pages.;various;Query Monitor;https://cookiedatabase.org/service/query-monitor/
qm-filter-hooks-component;Query Monitor;Functional;toprovide functions across pages.;various;Query Monitor;https://cookiedatabase.org/service/query-monitor/
qm-front-container-pinned;Query Monitor;Functional;toprovide functions across pages.;various;Query Monitor;https://cookiedatabase.org/service/query-monitor/
qm-filter-db_queries-component;Query Monitor;Functional;toprovide functions across pages,store configuration.;various;Query Monitor;https://cookiedatabase.org/service/query-monitor/
qm-container-position;Query Monitor;Functional;toprovide functions across pages.;various;Query Monitor;https://cookiedatabase.org/service/query-monitor/
qm-filter-assets_scripts-scripts-host;Query Monitor;Functional;toprovide functions across pages.;various;Query Monitor;https://cookiedatabase.org/service/query-monitor/
qubelyInteraction;Qubely;Functional;with unknown functionality;persistent;Qubely;https://cookiedatabase.org/service/qubely/
__qubely_layout_count_time;Qubely;Functional;toprovide admin functions.;persistent;Qubely;https://cookiedatabase.org/service/qubely/
__qubely_layout_count;Qubely;Functional;with unknown functionality;persistent;Qubely;https://cookiedatabase.org/service/qubely/
__qubely_block_count_time;Qubely;Functional;toprovide admin functions.;persistent;Qubely;https://cookiedatabase.org/service/qubely/
__qubely_section_count_time;Qubely;Functional;with unknown functionality;persistent;Qubely;https://cookiedatabase.org/service/qubely/
__qubely_block_count;Qubely;Functional;toprovide admin functions.;persistent;Qubely;https://cookiedatabase.org/service/qubely/
qubelyCSS;Qubely;Functional;with unknown functionality;persistent;Qubely;https://cookiedatabase.org/service/qubely/
qubely-global-settings;Qubely;Functional;with unknown functionality;persistent;Qubely;https://cookiedatabase.org/service/qubely/
qubelyFonts;Qubely;Functional;with unknown functionality;persistent;Qubely;https://cookiedatabase.org/service/qubely/
qubelyCopiedStyles;Qubely;Functional;with unknown functionality;persistent;Qubely;https://cookiedatabase.org/service/qubely/
rank-math-option-general-index;Rank Math;Functional;toprovide admin functions.;various;Rank Math;https://cookiedatabase.org/service/rank-math/
rank-math-option-titles-index;Rank Math;Functional;toprovide admin functions.;various;Rank Math;https://cookiedatabase.org/service/rank-math/
rank-math-option-sitemap-index;Rank Math;Functional;toprovide admin functions.;various;Rank Math;https://cookiedatabase.org/service/rank-math/
rank-math-option-search-premium;Rank Math;Unknown;with unknown functionality;at least one session;Rank Math;https://cookiedatabase.org/service/rank-math/
rank-math-option-search-index;Rank Math;Functional;toprovide admin functions.;various;Rank Math;https://cookiedatabase.org/service/rank-math/
DataTables_rsssl-permission-policy-table_*;Really Simple SSL;Functional;toprovide admin functions.;session;Really Simple SSL;https://cookiedatabase.org/service/really-simple-ssl/
rafflepress_email;RafflePress;Marketing;tostore email address.;1 year;RafflePress;https://cookiedatabase.org/service/rafflepress/
rsssl_captcha_uid;Really Simple SSL;Functional;toprovide admin functions.;session;Really Simple SSL;https://cookiedatabase.org/service/really-simple-ssl/
rsssl_task_filter;Really Simple SSL;Functional;tostore if a message has been shown.;various;Really Simple SSL;https://cookiedatabase.org/service/really-simple-ssl/
X-Mapping-*;Riverbed;Functional;toprovide load balancing functionality.;session;Riverbed;https://cookiedatabase.org/service/riverbed/
rockanalytics.*.inProgress;Rock Analytics;Unknown;with unknown functionality;at least one session;Rock Analytics;https://cookiedatabase.org/service/rock-analytics/
rockanalytics.*.queue;Rock Analytics;Unknown;with unknown functionality;at least one session;Rock Analytics;https://cookiedatabase.org/service/rock-analytics/
rockanalytics.*.reclaimStart;Rock Analytics;Unknown;with unknown functionality;at least one session;Rock Analytics;https://cookiedatabase.org/service/rock-analytics/
rockanalytics.*.ack;Rock Analytics;Unknown;with unknown functionality;at least one session;Rock Analytics;https://cookiedatabase.org/service/rock-analytics/
rockanalytics.*.reclaimEnd;Rock Analytics;Unknown;with unknown functionality;at least one session;Rock Analytics;https://cookiedatabase.org/service/rock-analytics/
gfc_id;Rocketgenius;Unknown;with unknown functionality;at least one session;Rocketgenius;https://cookiedatabase.org/service/rocketgenius/
gfc_gf_page;Rocketgenius;Functional;with unknown functionality;at least one session;Rocketgenius;https://cookiedatabase.org/service/rocketgenius/
gfc_elementor_library;Rocketgenius;Functional;with unknown functionality;at least one session;Rocketgenius;https://cookiedatabase.org/service/rocketgenius/
gfc_customize_autosaved;Rocketgenius;Functional;with unknown functionality;at least one session;Rocketgenius;https://cookiedatabase.org/service/rocketgenius/
gfc_complianz_id;Rocketgenius;Unknown;with unknown functionality;at least one session;Rocketgenius;https://cookiedatabase.org/service/rocketgenius/
gfc_complianz_scan_token;Rocketgenius;Functional;with unknown functionality;at least one session;Rocketgenius;https://cookiedatabase.org/service/rocketgenius/
gfc_customize_messenger_channel;Rocketgenius;Functional;with unknown functionality;at least one session;Rocketgenius;https://cookiedatabase.org/service/rocketgenius/
gfc_customize_changeset_uuid;Rocketgenius;Unknown;with unknown functionality;at least one session;Rocketgenius;https://cookiedatabase.org/service/rocketgenius/
gfc_ver;Rocketgenius;Functional;with unknown functionality;at least one session;Rocketgenius;https://cookiedatabase.org/service/rocketgenius/
rl_page_init_referring_domain;RudderStack;Marketing;tostore referring website.;1 year;RudderStack;https://cookiedatabase.org/service/rudderstack/
gfc_planID;Rocketgenius;Unknown;with unknown functionality;at least one session;Rocketgenius;https://cookiedatabase.org/service/rocketgenius/
rl_group_id;RudderStack;Marketing;with unknown functionality;1 year;RudderStack;https://cookiedatabase.org/service/rudderstack/
rl_group_trait;RudderStack;Marketing;with unknown functionality;1 year;RudderStack;https://cookiedatabase.org/service/rudderstack/
rl_page_init_referrer;RudderStack;Marketing;tostore referring website.;1 year;RudderStack;https://cookiedatabase.org/service/rudderstack/
rl_trait;RudderStack;Marketing;tostore performed actions on the website.;1 year;RudderStack;https://cookiedatabase.org/service/rudderstack/
rl_cookie_test;RudderStack;Functional;toread if cookies can be placed.;session;RudderStack;https://cookiedatabase.org/service/rudderstack/
rl_user_id;RudderStack;Marketing;tostore a unique user ID.;1 year;RudderStack;https://cookiedatabase.org/service/rudderstack/
rl_anonymous_id;RudderStack;Marketing;with unknown functionality;1 year;RudderStack;https://cookiedatabase.org/service/rudderstack/
login_referer;Roundcube;Unknown;with unknown functionality;at least one session;Roundcube;https://cookiedatabase.org/service/roundcube/
roundcube_sessid;Roundcube;Unknown;tostore a unique session ID.;session;Roundcube;https://cookiedatabase.org/service/roundcube/
roundcube_sessauth;Roundcube;Functional;with unknown functionality;session;Roundcube;https://cookiedatabase.org/service/roundcube/
roundcube_cookies;Roundcube;Unknown;with unknown functionality;at least one session;Roundcube;https://cookiedatabase.org/service/roundcube/
roundcube.*;Roundcube;Unknown;with unknown functionality;at least one session;Roundcube;https://cookiedatabase.org/service/roundcube/
__rasel*;Ruler Analytics;Unknown;with unknown functionality;session;Ruler Analytics;https://cookiedatabase.org/service/ruler-analytics/
sailthru_hid;Sailthru;Unknown;with unknown functionality;at least one session;Sailthru;https://cookiedatabase.org/service/sailthru/
sailthru_bid;Sailthru;Unknown;with unknown functionality;at least one session;Sailthru;https://cookiedatabase.org/service/sailthru/
__racplx*;Ruler Analytics;Functional;toprovide functions across pages.;session;Ruler Analytics;https://cookiedatabase.org/service/ruler-analytics/
sailthru_content;Sailthru;Unknown;with unknown functionality;at least one session;Sailthru;https://cookiedatabase.org/service/sailthru/
sailthru_visitor;Sailthru;Unknown;with unknown functionality;at least one session;Sailthru;https://cookiedatabase.org/service/sailthru/
liveagent_sid;Salesforce Liveagent;Functional;tostore a unique session ID.;session;Salesforce Liveagent;https://cookiedatabase.org/service/salesforce_liveagent/
_smc-cid;SALESmanago;Marketing;tostore the status of the chat.;persistent;SALESmanago;https://cookiedatabase.org/service/salesmanago/
_smc-unr;SALESmanago;Marketing;tostore the status of the chat.;persistent;SALESmanago;https://cookiedatabase.org/service/salesmanago/
_smsps;SALESmanago;Marketing;tostore if the user has seen embedded content.;persistent;SALESmanago;https://cookiedatabase.org/service/salesmanago/
smg;SALESmanago;Marketing;tostore a unique user ID.;1 year;SALESmanago;https://cookiedatabase.org/service/salesmanago/
smOViewsPopCap;SALESmanago;Marketing;toprovide functions across pages.;10 years;SALESmanago;https://cookiedatabase.org/service/salesmanago/
smform;SALESmanago;Marketing;toStore and track interaction.;1 year;SALESmanago;https://cookiedatabase.org/service/salesmanago/
smevent;SALESmanago;Marketing;tostore dynamic variables from the browser.;12 hours;SALESmanago;https://cookiedatabase.org/service/salesmanago/
_smps;SALESmanago;Marketing;tostore if the user has seen embedded content.;persistent;SALESmanago;https://cookiedatabase.org/service/salesmanago/
smclient;SALESmanago;Preferences;tostore a unique user ID.;10 years;SALESmanago;https://cookiedatabase.org/service/salesmanago/
smcfds;SALESmanago;Marketing;tostore if the user has seen embedded content.;persistent;SALESmanago;https://cookiedatabase.org/service/salesmanago/
ajs_group_properties;Segment;Statistics;with unknown functionality;persistent;Segment;https://cookiedatabase.org/service/segment/
displayedCookiesNotification;Several;Functional;tostore cookie consent preferences.;session;Several;https://cookiedatabase.org/service/several/
ajs_user_traits;Segment;Statistics;with unknown functionality;persistent;Segment;https://cookiedatabase.org/service/segment/
shareaholic_user_token;Shareaholic;Unknown;with unknown functionality;at least one session;Shareaholic;https://cookiedatabase.org/service/shareaholic/
